customer_id,product,signup_date_time,cancel_date_time,is_cancelled,subscription_duration_days,age,gender,product_id,name,price,billing_cycle,total_support_cases,months_active,estimated_revenue,age_group
C328591,prd_2,2020-06-01 10:24:36,2021-03-17 14:44:03,True,289,56,male,prd_2,monthly_subscription,125,1,0,10.0,1250.0,46-60
C273302,prd_1,2019-12-30 20:23:43,,False,731,65,male,prd_1,annual_subscription,1200,12,1,25.0,3600.0,60+
C218250,prd_1,2019-04-07 20:04:40,2021-02-01 12:34:58,True,665,36,female,prd_1,annual_subscription,1200,12,0,23.0,2400.0,31-45
C292215,prd_2,2020-02-21 14:05:44,,False,679,61,female,prd_2,monthly_subscription,125,1,0,23.0,2875.0,60+
C292222,prd_2,2020-02-21 14:16:11,,False,679,72,male,prd_2,monthly_subscription,125,1,0,23.0,2875.0,60+
C473966,prd_2,2021-08-04 19:26:05,,False,149,64,male,prd_2,monthly_subscription,125,1,1,5.0,625.0,60+
C276092,prd_2,2020-01-07 14:36:46,2020-04-20 09:10:10,True,103,58,female,prd_2,monthly_subscription,125,1,0,4.0,500.0,46-60
C272112,prd_1,2019-12-19 15:41:38,,False,743,40,male,prd_1,annual_subscription,1200,12,0,25.0,3600.0,31-45
C337974,prd_1,2020-06-28 16:28:09,,False,551,44,female,prd_1,annual_subscription,1200,12,0,19.0,2400.0,31-45
C507794,prd_2,2021-12-11 18:01:26,,False,20,55,male,prd_2,monthly_subscription,125,1,0,1.0,125.0,46-60
C164414,prd_1,2018-03-24 11:29:15,,False,1378,56,female,prd_1,annual_subscription,1200,12,0,46.0,4800.0,46-60
C103886,prd_2,2021-03-15 12:08:42,,False,291,59,female,prd_2,monthly_subscription,125,1,3,10.0,1250.0,46-60
C211258,prd_1,2019-03-11 14:07:46,,False,1026,71,male,prd_1,annual_subscription,1200,12,0,35.0,3600.0,60+
C3757,prd_2,2017-02-01 09:52:36,2020-12-07 09:19:16,True,1404,32,male,prd_2,monthly_subscription,125,1,1,47.0,5875.0,31-45
C395885,prd_2,2021-01-27 14:08:07,,False,338,59,female,prd_2,monthly_subscription,125,1,1,12.0,1500.0,46-60
C150959,prd_1,2017-10-18 11:29:24,2019-01-27 16:49:14,True,466,66,male,prd_1,annual_subscription,1200,12,0,16.0,2400.0,60+
C246938,prd_1,2019-07-29 18:02:04,,False,886,64,male,prd_1,annual_subscription,1200,12,0,30.0,3600.0,60+
C80532,prd_1,2020-06-29 13:53:10,,False,550,45,male,prd_1,annual_subscription,1200,12,2,19.0,2400.0,31-45
C86421,prd_2,2020-08-29 13:34:19,,False,489,53,female,prd_2,monthly_subscription,125,1,1,17.0,2125.0,46-60
C238870,prd_1,2019-06-25 14:18:00,,False,920,52,female,prd_1,annual_subscription,1200,12,0,31.0,3600.0,46-60
C129994,prd_2,2021-11-21 11:57:06,,False,40,58,male,prd_2,monthly_subscription,125,1,1,2.0,250.0,46-60
C358076,prd_2,2020-09-01 12:56:22,,False,486,58,female,prd_2,monthly_subscription,125,1,1,17.0,2125.0,46-60
C240749,prd_1,2019-07-03 11:09:48,2021-05-17 15:15:24,True,684,48,male,prd_1,annual_subscription,1200,12,0,23.0,2400.0,46-60
C494314,prd_1,2021-10-12 11:29:38,,False,80,51,female,prd_1,annual_subscription,1200,12,0,3.0,1200.0,46-60
C343236,prd_2,2020-07-14 09:45:01,,False,535,70,male,prd_2,monthly_subscription,125,1,1,18.0,2250.0,60+
C248480,prd_1,2019-08-05 17:31:11,,False,879,61,male,prd_1,annual_subscription,1200,12,0,30.0,3600.0,60+
C130668,prd_2,2021-12-03 12:51:53,,False,28,53,male,prd_2,monthly_subscription,125,1,1,1.0,125.0,46-60
C215864,prd_2,2019-03-28 12:58:41,,False,1009,58,male,prd_2,monthly_subscription,125,1,0,34.0,4250.0,46-60
C124267,prd_2,2021-09-01 13:08:20,,False,121,32,female,prd_2,monthly_subscription,125,1,1,5.0,625.0,31-45
C447532,prd_2,2021-05-27 08:08:56,,False,218,71,male,prd_2,monthly_subscription,125,1,1,8.0,1000.0,60+
C299619,prd_2,2020-03-12 15:35:48,,False,659,67,female,prd_2,monthly_subscription,125,1,0,22.0,2750.0,60+
C100912,prd_2,2021-02-20 13:36:20,,False,314,54,male,prd_2,monthly_subscription,125,1,1,11.0,1375.0,46-60
C151356,prd_1,2017-11-02 13:25:59,2021-01-19 10:37:39,True,1173,55,female,prd_1,annual_subscription,1200,12,1,40.0,4800.0,46-60
C317350,prd_2,2020-04-29 16:18:36,,False,611,67,female,prd_2,monthly_subscription,125,1,0,21.0,2625.0,60+
C313887,prd_1,2020-04-21 10:21:41,,False,619,56,female,prd_1,annual_subscription,1200,12,0,21.0,2400.0,46-60
C437777,prd_1,2021-05-04 12:56:16,,False,241,55,male,prd_1,annual_subscription,1200,12,0,9.0,1200.0,46-60
C365004,prd_1,2020-09-27 15:56:54,,False,460,51,male,prd_1,annual_subscription,1200,12,1,16.0,2400.0,46-60
C418562,prd_2,2021-03-21 16:17:10,,False,285,58,male,prd_2,monthly_subscription,125,1,1,10.0,1250.0,46-60
C87377,prd_1,2020-09-09 12:58:12,,False,478,56,male,prd_1,annual_subscription,1200,12,1,16.0,2400.0,46-60
C395733,prd_1,2021-01-27 11:36:48,,False,338,65,male,prd_1,annual_subscription,1200,12,0,12.0,1200.0,60+
C32013,prd_2,2019-01-23 12:10:56,,False,1073,69,male,prd_2,monthly_subscription,125,1,2,36.0,4500.0,60+
C203959,prd_1,2019-02-11 15:10:45,2020-01-22 13:51:41,True,344,65,female,prd_1,annual_subscription,1200,12,0,12.0,1200.0,60+
C91521,prd_2,2020-11-06 14:09:23,,False,420,59,female,prd_2,monthly_subscription,125,1,2,14.0,1750.0,46-60
C79471,prd_1,2020-06-19 09:53:58,,False,560,70,male,prd_1,annual_subscription,1200,12,1,19.0,2400.0,60+
C503244,prd_1,2021-11-19 13:03:43,,False,42,70,male,prd_1,annual_subscription,1200,12,0,2.0,1200.0,60+
C76362,prd_2,2020-05-22 12:21:37,,False,588,61,female,prd_2,monthly_subscription,125,1,1,20.0,2500.0,60+
C275379,prd_1,2020-01-06 11:33:30,,False,725,68,male,prd_1,annual_subscription,1200,12,0,25.0,3600.0,60+
C377426,prd_2,2020-11-21 16:55:15,,False,405,64,male,prd_2,monthly_subscription,125,1,1,14.0,1750.0,60+
C166020,prd_1,2018-04-04 09:16:21,2021-06-14 11:37:54,True,1167,71,male,prd_1,annual_subscription,1200,12,1,39.0,4800.0,60+
C247352,prd_2,2019-07-31 12:20:32,2020-10-16 13:16:04,True,443,61,female,prd_2,monthly_subscription,125,1,0,15.0,1875.0,60+
C443025,prd_1,2021-05-17 12:32:43,,False,228,53,female,prd_1,annual_subscription,1200,12,0,8.0,1200.0,46-60
C329317,prd_1,2020-06-02 14:38:28,2021-11-06 11:54:16,True,521,63,male,prd_1,annual_subscription,1200,12,0,18.0,2400.0,60+
C237498,prd_2,2019-06-19 16:43:19,,False,926,59,male,prd_2,monthly_subscription,125,1,0,31.0,3875.0,46-60
C119489,prd_1,2021-07-14 13:04:12,,False,170,62,female,prd_1,annual_subscription,1200,12,1,6.0,1200.0,60+
C77663,prd_1,2020-06-03 12:03:43,,False,576,69,female,prd_1,annual_subscription,1200,12,2,20.0,2400.0,60+
C38533,prd_1,2019-04-01 12:37:32,,False,1005,68,female,prd_1,annual_subscription,1200,12,2,34.0,3600.0,60+
C10989,prd_1,2017-08-14 12:43:41,2018-07-18 14:20:06,True,338,73,male,prd_1,annual_subscription,1200,12,2,12.0,1200.0,60+
C65533,prd_1,2020-02-18 15:02:54,,False,682,65,female,prd_1,annual_subscription,1200,12,2,23.0,2400.0,60+
C314024,prd_1,2020-04-21 13:08:53,,False,619,66,female,prd_1,annual_subscription,1200,12,1,21.0,2400.0,60+
C75373,prd_2,2020-05-13 16:32:18,,False,597,56,female,prd_2,monthly_subscription,125,1,1,20.0,2500.0,46-60
C478451,prd_2,2021-08-18 13:17:04,,False,135,55,female,prd_2,monthly_subscription,125,1,0,5.0,625.0,46-60
C243172,prd_1,2019-07-13 11:39:09,2021-10-13 12:40:13,True,823,70,male,prd_1,annual_subscription,1200,12,0,28.0,3600.0,60+
C426988,prd_1,2021-04-08 20:00:42,,False,266,55,male,prd_1,annual_subscription,1200,12,0,9.0,1200.0,46-60
C410937,prd_1,2021-03-03 15:13:50,,False,303,55,male,prd_1,annual_subscription,1200,12,0,11.0,1200.0,46-60
C284721,prd_2,2020-01-31 16:45:49,,False,700,71,male,prd_2,monthly_subscription,125,1,0,24.0,3000.0,60+
C141066,prd_2,2017-04-21 11:14:13,2019-05-07 13:57:54,True,746,60,male,prd_2,monthly_subscription,125,1,0,25.0,3125.0,46-60
C182988,prd_1,2018-08-08 10:46:00,,False,1241,55,male,prd_1,annual_subscription,1200,12,0,42.0,4800.0,46-60
C31450,prd_1,2019-01-17 12:08:01,,False,1079,72,female,prd_1,annual_subscription,1200,12,1,36.0,3600.0,60+
C431222,prd_1,2021-04-19 14:13:32,2021-07-03 11:48:11,True,74,65,male,prd_1,annual_subscription,1200,12,0,3.0,1200.0,60+
C96507,prd_2,2021-01-18 10:25:03,,False,347,62,male,prd_2,monthly_subscription,125,1,3,12.0,1500.0,60+
C368587,prd_1,2020-10-12 13:10:07,,False,445,52,male,prd_1,annual_subscription,1200,12,0,15.0,2400.0,46-60
C479915,prd_2,2021-08-23 14:48:57,,False,130,71,female,prd_2,monthly_subscription,125,1,1,5.0,625.0,60+
C14029,prd_1,2018-01-19 08:11:00,,False,1442,54,female,prd_1,annual_subscription,1200,12,2,49.0,6000.0,46-60
C487430,prd_2,2021-09-16 13:47:29,,False,106,67,male,prd_2,monthly_subscription,125,1,1,4.0,500.0,60+
C64757,prd_2,2020-02-12 11:22:34,2021-06-11 15:54:32,True,485,76,male,prd_2,monthly_subscription,125,1,1,17.0,2125.0,60+
C491495,prd_2,2021-09-30 17:42:23,,False,92,54,male,prd_2,monthly_subscription,125,1,0,4.0,500.0,46-60
C269603,prd_1,2019-11-30 14:21:29,,False,762,51,male,prd_1,annual_subscription,1200,12,0,26.0,3600.0,46-60
C370876,prd_2,2020-10-21 13:59:06,,False,436,55,male,prd_2,monthly_subscription,125,1,2,15.0,1875.0,46-60
C364522,prd_2,2020-09-24 16:13:12,,False,463,68,male,prd_2,monthly_subscription,125,1,1,16.0,2000.0,60+
C315748,prd_2,2020-04-25 15:56:56,,False,615,60,male,prd_2,monthly_subscription,125,1,0,21.0,2625.0,46-60
C313088,prd_1,2020-04-18 15:23:18,,False,622,64,female,prd_1,annual_subscription,1200,12,0,21.0,2400.0,60+
C168416,prd_1,2018-04-20 07:37:38,,False,1351,66,female,prd_1,annual_subscription,1200,12,0,46.0,4800.0,60+
C108119,prd_2,2021-04-14 12:19:07,,False,261,59,male,prd_2,monthly_subscription,125,1,3,9.0,1125.0,46-60
C181660,prd_1,2018-07-26 18:54:19,,False,1254,64,male,prd_1,annual_subscription,1200,12,0,42.0,4800.0,60+
C268915,prd_1,2019-11-26 11:32:35,,False,766,59,male,prd_1,annual_subscription,1200,12,1,26.0,3600.0,46-60
C296509,prd_1,2020-03-04 12:54:11,,False,667,49,male,prd_1,annual_subscription,1200,12,0,23.0,2400.0,46-60
C377325,prd_1,2020-11-20 20:52:51,2021-01-13 19:54:44,True,53,69,male,prd_1,annual_subscription,1200,12,0,2.0,1200.0,60+
C70704,prd_1,2020-04-03 10:53:33,,False,637,57,male,prd_1,annual_subscription,1200,12,3,22.0,2400.0,46-60
C76424,prd_1,2020-05-23 10:15:01,,False,587,66,male,prd_1,annual_subscription,1200,12,1,20.0,2400.0,60+
C159489,prd_1,2018-02-19 14:13:53,2021-02-10 14:27:10,True,1087,65,female,prd_1,annual_subscription,1200,12,1,37.0,4800.0,60+
C212474,prd_2,2019-03-15 11:09:38,,False,1022,61,female,prd_2,monthly_subscription,125,1,0,35.0,4375.0,60+
C128048,prd_1,2021-10-20 12:56:42,,False,72,68,male,prd_1,annual_subscription,1200,12,1,3.0,1200.0,60+
C288694,prd_2,2020-02-12 09:54:43,,False,688,60,male,prd_2,monthly_subscription,125,1,0,23.0,2875.0,46-60
C29622,prd_2,2018-12-21 12:40:03,,False,1106,60,female,prd_2,monthly_subscription,125,1,1,37.0,4625.0,46-60
C149530,prd_1,2017-09-05 16:08:13,,False,1578,59,male,prd_1,annual_subscription,1200,12,0,53.0,6000.0,46-60
C385281,prd_1,2021-01-02 15:14:54,,False,363,53,female,prd_1,annual_subscription,1200,12,0,13.0,2400.0,46-60
C450055,prd_1,2021-06-02 14:09:16,,False,212,54,female,prd_1,annual_subscription,1200,12,0,8.0,1200.0,46-60
C431639,prd_2,2021-04-20 11:15:57,,False,255,71,male,prd_2,monthly_subscription,125,1,1,9.0,1125.0,60+
C200054,prd_1,2019-01-26 09:56:03,2021-12-09 15:09:37,True,1048,66,female,prd_1,annual_subscription,1200,12,1,35.0,3600.0,60+
C458133,prd_2,2021-06-23 10:19:49,,False,191,57,female,prd_2,monthly_subscription,125,1,0,7.0,875.0,46-60
C412288,prd_1,2021-03-07 09:17:38,,False,299,46,male,prd_1,annual_subscription,1200,12,0,10.0,1200.0,46-60
C295569,prd_1,2020-03-02 14:08:24,,False,669,69,male,prd_1,annual_subscription,1200,12,1,23.0,2400.0,60+
C233338,prd_1,2019-06-03 18:35:16,2021-08-21 13:57:51,True,809,72,male,prd_1,annual_subscription,1200,12,0,27.0,3600.0,60+
C322705,prd_1,2020-05-14 12:46:20,,False,596,67,female,prd_1,annual_subscription,1200,12,0,20.0,2400.0,60+
C477740,prd_1,2021-08-16 15:38:09,,False,137,59,male,prd_1,annual_subscription,1200,12,1,5.0,1200.0,46-60
C450103,prd_1,2021-06-02 14:59:15,,False,212,69,female,prd_1,annual_subscription,1200,12,0,8.0,1200.0,60+
C89124,prd_1,2020-10-02 14:34:52,,False,455,50,male,prd_1,annual_subscription,1200,12,1,16.0,2400.0,46-60
C223974,prd_1,2019-04-28 16:05:26,,False,978,70,male,prd_1,annual_subscription,1200,12,0,33.0,3600.0,60+
C503367,prd_2,2021-11-20 07:04:37,,False,41,70,male,prd_2,monthly_subscription,125,1,0,2.0,250.0,60+
C415423,prd_2,2021-03-14 12:25:35,,False,292,61,female,prd_2,monthly_subscription,125,1,0,10.0,1250.0,60+
C93062,prd_2,2020-12-04 12:51:14,2021-07-26 17:10:51,True,234,58,male,prd_2,monthly_subscription,125,1,2,8.0,1000.0,46-60
C121955,prd_2,2021-08-07 09:26:34,,False,146,72,female,prd_2,monthly_subscription,125,1,2,5.0,625.0,60+
C448331,prd_1,2021-05-29 12:36:16,,False,216,55,male,prd_1,annual_subscription,1200,12,0,8.0,1200.0,46-60
C461566,prd_1,2021-07-01 15:31:42,,False,183,55,male,prd_1,annual_subscription,1200,12,0,7.0,1200.0,46-60
C430491,prd_1,2021-04-17 12:20:35,,False,258,70,male,prd_1,annual_subscription,1200,12,1,9.0,1200.0,60+
C18470,prd_2,2018-04-02 12:59:31,2018-04-18 17:18:43,True,16,55,male,prd_2,monthly_subscription,125,1,1,1.0,125.0,46-60
C384992,prd_2,2021-01-01 17:21:26,,False,364,70,male,prd_2,monthly_subscription,125,1,0,13.0,1625.0,60+
C410341,prd_1,2021-03-02 14:53:02,,False,304,61,female,prd_1,annual_subscription,1200,12,0,11.0,1200.0,60+
C31230,prd_1,2019-01-15 13:05:33,,False,1081,58,female,prd_1,annual_subscription,1200,12,1,37.0,4800.0,46-60
C445231,prd_1,2021-05-21 12:55:27,,False,224,65,male,prd_1,annual_subscription,1200,12,0,8.0,1200.0,60+
C20266,prd_1,2018-05-01 11:27:01,,False,1340,65,male,prd_1,annual_subscription,1200,12,1,45.0,4800.0,60+
C489540,prd_2,2021-09-23 15:51:54,,False,99,62,male,prd_2,monthly_subscription,125,1,1,4.0,500.0,60+
C476754,prd_2,2021-08-13 11:03:38,,False,140,52,male,prd_2,monthly_subscription,125,1,1,5.0,625.0,46-60
C99284,prd_2,2021-02-08 11:47:57,,False,326,43,female,prd_2,monthly_subscription,125,1,2,11.0,1375.0,31-45
C89093,prd_2,2020-10-02 11:17:11,2021-06-14 14:28:40,True,255,73,male,prd_2,monthly_subscription,125,1,1,9.0,1125.0,60+
C266856,prd_1,2019-11-12 10:50:29,,False,780,64,male,prd_1,annual_subscription,1200,12,1,26.0,3600.0,60+
C364754,prd_1,2020-09-25 16:22:29,,False,462,59,male,prd_1,annual_subscription,1200,12,1,16.0,2400.0,46-60
C339217,prd_2,2020-07-01 15:08:21,,False,548,44,male,prd_2,monthly_subscription,125,1,0,19.0,2375.0,31-45
C166670,prd_1,2018-04-09 11:45:15,,False,1362,56,female,prd_1,annual_subscription,1200,12,0,46.0,4800.0,46-60
C18866,prd_1,2018-04-09 11:58:06,,False,1362,43,female,prd_1,annual_subscription,1200,12,2,46.0,4800.0,31-45
C35322,prd_1,2019-02-27 13:20:09,2020-11-14 11:38:08,True,625,45,female,prd_1,annual_subscription,1200,12,1,21.0,2400.0,31-45
C236699,prd_1,2019-06-17 12:51:29,2021-10-04 15:15:16,True,840,60,male,prd_1,annual_subscription,1200,12,0,28.0,3600.0,46-60
C350417,prd_1,2020-08-05 13:26:41,,False,513,64,male,prd_1,annual_subscription,1200,12,0,18.0,2400.0,60+
C436751,prd_1,2021-05-02 12:58:18,,False,243,64,male,prd_1,annual_subscription,1200,12,0,9.0,1200.0,60+
C59637,prd_2,2019-12-27 10:55:11,,False,735,53,male,prd_2,monthly_subscription,125,1,2,25.0,3125.0,46-60
C454810,prd_1,2021-06-15 07:55:39,,False,199,55,female,prd_1,annual_subscription,1200,12,0,7.0,1200.0,46-60
C115472,prd_2,2021-06-09 14:15:47,,False,205,54,female,prd_2,monthly_subscription,125,1,2,7.0,875.0,46-60
C501298,prd_2,2021-11-10 09:00:23,,False,51,58,female,prd_2,monthly_subscription,125,1,0,2.0,250.0,46-60
C161792,prd_1,2018-03-06 15:19:43,2020-12-31 18:30:19,True,1031,62,male,prd_1,annual_subscription,1200,12,2,35.0,3600.0,60+
C33753,prd_1,2019-02-11 12:25:53,,False,1054,47,male,prd_1,annual_subscription,1200,12,1,36.0,3600.0,46-60
C331187,prd_1,2020-06-08 14:08:20,,False,571,57,male,prd_1,annual_subscription,1200,12,0,20.0,2400.0,46-60
C470384,prd_2,2021-07-26 12:02:48,,False,158,63,female,prd_2,monthly_subscription,125,1,0,6.0,750.0,60+
C127850,prd_1,2021-10-18 12:02:04,,False,74,47,male,prd_1,annual_subscription,1200,12,1,3.0,1200.0,46-60
C431970,prd_2,2021-04-20 17:22:11,,False,255,60,male,prd_2,monthly_subscription,125,1,1,9.0,1125.0,46-60
C399075,prd_2,2021-02-04 08:53:53,2021-12-16 15:17:27,True,315,45,female,prd_2,monthly_subscription,125,1,1,11.0,1375.0,31-45
C230100,prd_2,2019-05-22 07:58:54,,False,954,47,female,prd_2,monthly_subscription,125,1,1,32.0,4000.0,46-60
C330820,prd_1,2020-06-06 21:00:32,2020-12-23 13:43:56,True,199,56,male,prd_1,annual_subscription,1200,12,0,7.0,1200.0,46-60
C100170,prd_2,2021-02-15 12:14:06,,False,319,47,male,prd_2,monthly_subscription,125,1,3,11.0,1375.0,46-60
C109969,prd_1,2021-04-28 10:46:34,,False,247,57,female,prd_1,annual_subscription,1200,12,1,9.0,1200.0,46-60
C151019,prd_2,2017-10-20 10:10:03,2020-04-18 13:53:31,True,911,55,male,prd_2,monthly_subscription,125,1,1,31.0,3875.0,46-60
C406714,prd_2,2021-02-22 14:49:16,,False,312,53,female,prd_2,monthly_subscription,125,1,0,11.0,1375.0,46-60
C470690,prd_1,2021-07-26 16:46:51,,False,158,43,male,prd_1,annual_subscription,1200,12,0,6.0,1200.0,31-45
C382288,prd_2,2020-12-18 11:17:56,2021-07-18 16:22:34,True,212,45,female,prd_2,monthly_subscription,125,1,1,8.0,1000.0,31-45
C510678,prd_1,2021-12-28 12:19:14,,False,3,51,male,prd_1,annual_subscription,1200,12,0,1.0,1200.0,46-60
C354576,prd_1,2020-08-19 15:17:35,,False,499,56,female,prd_1,annual_subscription,1200,12,0,17.0,2400.0,46-60
C10185,prd_1,2017-07-14 09:52:23,,False,1631,55,male,prd_1,annual_subscription,1200,12,2,55.0,6000.0,46-60
C148750,prd_1,2017-08-18 11:05:01,2020-11-02 20:35:09,True,1172,56,male,prd_1,annual_subscription,1200,12,0,40.0,4800.0,46-60
C60968,prd_2,2020-01-09 10:46:17,,False,722,71,female,prd_2,monthly_subscription,125,1,2,25.0,3125.0,60+
C317786,prd_1,2020-04-30 17:18:28,,False,610,55,male,prd_1,annual_subscription,1200,12,1,21.0,2400.0,46-60
C35043,prd_2,2019-02-25 12:49:31,,False,1040,63,female,prd_2,monthly_subscription,125,1,1,35.0,4375.0,60+
C498007,prd_2,2021-10-26 16:40:19,,False,66,64,male,prd_2,monthly_subscription,125,1,1,3.0,375.0,60+
C505958,prd_1,2021-12-02 12:34:26,,False,29,66,male,prd_1,annual_subscription,1200,12,0,1.0,1200.0,60+
C288076,prd_1,2020-02-10 17:11:28,,False,690,71,female,prd_1,annual_subscription,1200,12,0,23.0,2400.0,60+
C232119,prd_2,2019-05-29 17:28:03,2020-12-30 16:21:51,True,580,58,male,prd_2,monthly_subscription,125,1,0,20.0,2500.0,46-60
C23608,prd_1,2018-06-30 12:57:02,,False,1280,75,female,prd_1,annual_subscription,1200,12,2,43.0,4800.0,60+
C335834,prd_2,2020-06-22 13:14:28,,False,557,59,male,prd_2,monthly_subscription,125,1,1,19.0,2375.0,46-60
C493496,prd_1,2021-10-08 13:57:17,,False,84,59,male,prd_1,annual_subscription,1200,12,0,3.0,1200.0,46-60
C314363,prd_2,2020-04-22 08:03:12,,False,618,49,male,prd_2,monthly_subscription,125,1,0,21.0,2625.0,46-60
C423914,prd_1,2021-04-01 17:53:10,,False,274,50,male,prd_1,annual_subscription,1200,12,0,10.0,1200.0,46-60
C176709,prd_1,2018-06-17 17:44:55,,False,1293,55,female,prd_1,annual_subscription,1200,12,0,44.0,4800.0,46-60
C510323,prd_2,2021-12-26 11:25:06,,False,5,60,male,prd_2,monthly_subscription,125,1,0,1.0,125.0,46-60
C333157,prd_1,2020-06-14 13:25:58,,False,565,63,female,prd_1,annual_subscription,1200,12,0,19.0,2400.0,60+
C159272,prd_1,2018-02-17 13:24:35,2018-12-25 15:51:39,True,311,60,male,prd_1,annual_subscription,1200,12,2,11.0,1200.0,46-60
C458083,prd_2,2021-06-23 07:36:44,,False,191,57,female,prd_2,monthly_subscription,125,1,0,7.0,875.0,46-60
C201653,prd_2,2019-02-01 13:30:45,2021-05-24 13:41:17,True,843,65,male,prd_2,monthly_subscription,125,1,1,29.0,3625.0,60+
C85989,prd_1,2020-08-24 13:44:04,,False,494,73,male,prd_1,annual_subscription,1200,12,1,17.0,2400.0,60+
C265697,prd_1,2019-11-04 15:53:03,2021-09-02 20:32:01,True,668,50,male,prd_1,annual_subscription,1200,12,1,23.0,2400.0,46-60
C184008,prd_1,2018-08-16 16:39:57,,False,1233,60,male,prd_1,annual_subscription,1200,12,0,42.0,4800.0,46-60
C296877,prd_1,2020-03-05 10:18:08,,False,666,68,female,prd_1,annual_subscription,1200,12,0,23.0,2400.0,60+
C293373,prd_1,2020-02-25 11:40:25,,False,675,49,male,prd_1,annual_subscription,1200,12,0,23.0,2400.0,46-60
C63472,prd_2,2020-01-31 12:44:36,,False,700,53,male,prd_2,monthly_subscription,125,1,1,24.0,3000.0,46-60
C366100,prd_1,2020-10-01 12:55:03,,False,456,72,male,prd_1,annual_subscription,1200,12,0,16.0,2400.0,60+
C35860,prd_1,2019-03-05 13:25:38,,False,1032,53,female,prd_1,annual_subscription,1200,12,1,35.0,3600.0,46-60
C150858,prd_1,2017-10-14 13:54:41,,False,1539,64,male,prd_1,annual_subscription,1200,12,0,52.0,6000.0,60+
C233337,prd_1,2019-06-03 18:32:54,2019-11-23 16:33:34,True,172,60,male,prd_1,annual_subscription,1200,12,0,6.0,1200.0,46-60
C454370,prd_2,2021-06-14 11:04:00,2021-09-27 14:38:04,True,105,52,male,prd_2,monthly_subscription,125,1,1,4.0,500.0,46-60
C216507,prd_1,2019-04-01 06:42:39,,False,1005,71,male,prd_1,annual_subscription,1200,12,0,34.0,3600.0,60+
C386294,prd_2,2021-01-04 18:12:28,2021-05-24 13:32:30,True,139,59,male,prd_2,monthly_subscription,125,1,1,5.0,625.0,46-60
C403122,prd_2,2021-02-14 10:15:46,,False,320,60,male,prd_2,monthly_subscription,125,1,3,11.0,1375.0,46-60
C121483,prd_2,2021-08-02 14:43:41,2021-11-27 12:06:39,True,116,76,male,prd_2,monthly_subscription,125,1,2,4.0,500.0,60+
C247305,prd_1,2019-07-31 10:32:36,,False,884,58,male,prd_1,annual_subscription,1200,12,0,30.0,3600.0,46-60
C390753,prd_2,2021-01-14 18:17:23,,False,351,49,male,prd_2,monthly_subscription,125,1,1,12.0,1500.0,46-60
C426086,prd_2,2021-04-06 20:35:59,2021-11-17 11:39:12,True,224,68,male,prd_2,monthly_subscription,125,1,0,8.0,1000.0,60+
C464694,prd_2,2021-07-09 16:24:52,2021-07-21 13:18:59,True,11,61,female,prd_2,monthly_subscription,125,1,1,1.0,125.0,60+
C251378,prd_1,2019-08-19 15:51:31,2021-09-24 14:38:50,True,766,62,male,prd_1,annual_subscription,1200,12,0,26.0,3600.0,60+
C409989,prd_2,2021-03-01 19:29:06,,False,305,56,female,prd_2,monthly_subscription,125,1,1,11.0,1375.0,46-60
C491915,prd_2,2021-10-02 16:55:28,2021-11-08 16:39:33,True,36,58,female,prd_2,monthly_subscription,125,1,0,2.0,250.0,46-60
C103871,prd_1,2021-03-15 11:47:38,,False,291,30,male,prd_1,annual_subscription,1200,12,1,10.0,1200.0,18-30
C39707,prd_1,2019-04-12 11:59:39,,False,994,66,male,prd_1,annual_subscription,1200,12,2,34.0,3600.0,60+
C159230,prd_2,2018-02-17 06:58:36,,False,1413,65,male,prd_2,monthly_subscription,125,1,0,48.0,6000.0,60+
C270826,prd_1,2019-12-09 16:51:36,,False,753,53,male,prd_1,annual_subscription,1200,12,0,26.0,3600.0,46-60
C160410,prd_2,2018-02-26 10:32:13,2020-07-22 07:20:15,True,876,67,female,prd_2,monthly_subscription,125,1,1,30.0,3750.0,60+
C193811,prd_1,2019-01-01 13:37:07,,False,1095,45,male,prd_1,annual_subscription,1200,12,0,37.0,4800.0,31-45
C308056,prd_1,2020-04-04 17:57:36,2021-01-01 12:00:00,True,271,68,male,prd_1,annual_subscription,1200,12,0,10.0,1200.0,60+
C19681,prd_1,2018-04-21 08:30:46,,False,1350,52,female,prd_1,annual_subscription,1200,12,1,45.0,4800.0,46-60
C208957,prd_1,2019-03-01 13:46:55,,False,1036,60,male,prd_1,annual_subscription,1200,12,1,35.0,3600.0,46-60
C363890,prd_2,2020-09-22 16:00:53,,False,465,45,female,prd_2,monthly_subscription,125,1,0,16.0,2000.0,31-45
C165358,prd_1,2018-03-29 18:00:59,,False,1373,52,male,prd_1,annual_subscription,1200,12,1,46.0,4800.0,46-60
C74892,prd_2,2020-05-11 08:51:33,,False,599,67,male,prd_2,monthly_subscription,125,1,1,20.0,2500.0,60+
C354355,prd_1,2020-08-19 07:38:23,2021-02-07 12:22:47,True,172,64,female,prd_1,annual_subscription,1200,12,0,6.0,1200.0,60+
C312352,prd_1,2020-04-16 11:40:51,,False,624,57,male,prd_1,annual_subscription,1200,12,0,21.0,2400.0,46-60
C251440,prd_2,2019-08-19 18:37:12,,False,865,71,male,prd_2,monthly_subscription,125,1,1,29.0,3625.0,60+
C342265,prd_1,2020-07-10 13:29:03,2021-05-27 07:30:05,True,320,57,female,prd_1,annual_subscription,1200,12,0,11.0,1200.0,46-60
